RESULT,PONO,BATCHNO,MIXNO,PDATE,M1T10,T10RE,M1T90,T90RE,M1ML,M1MH,D2MN,D2MNRE,Hard,HardRE,ram_count_closed,ram_closedtime,ram_closedtimemax,ram_opentime,ram_opentimemax,temp_avg_all,temp_avg_when_ram_closed,temp_avg_when_ram_open,temp_max_when_ram_closed,temp_max_when_ram_open,temp_max_minus_min_when_ram_closed,tempinc_avg_when_ram_closed,tempinc_max_when_ram_closed,heat_flux_when_ram_all,heat_flux_when_ram_closed,heat_flux_when_ram_open,volt_avg_all,volt_avg_when_ram_closed,volt_avg_when_ram_open,volt_max_when_ram_closed,volt_max_when_ram_open,volt_max_minus_min,physics_flux_all,physics_flux_when_ram_closed,physics_flux_when_ram_open
NG,14573998,12,K-PMB-17G,737627,114.0,OK,402.0,OK,5.28,25.82,114.8,NG,86.0,OK,5,232,85,90,38,95.29627329192549,99.8413793103448,83.58000000000001,130.9,128.5,130.9,0.003529624001750343,0.0702875399361022,30685.4,23163.2,7522.200000000002,130.2888198757764,158.1293103448276,58.522222222222226,214.0,166.0,214.0,41953.0,36686.0,5267.0
NG,14573998,15,K-PMB-17G,737627,108.0,OK,383.0,OK,5.52,25.47,114.6,NG,86.0,OK,5,238,84,85,50,92.0532507739938,99.15840336134451,72.15882352941176,131.9,126.7,131.9,0.0035660869276743492,0.07197549770290969,29733.2,23599.7,6133.5,128.4860681114551,154.13865546218491,56.658823529411755,209.0,174.0,209.0,41501.0,36685.0,4816.0
NG,14573616,1,K-PMB-17G,737626,109.0,OK,400.0,OK,5.24,23.33,117.7,NG,87.0,OK,5,241,85,141,76,77.56701570680627,90.40041493775934,55.63191489361702,120.1,117.0,120.1,0.004331392697835462,0.1686182669789226,29630.6,21786.5,7844.1,113.47643979057592,154.6307053941909,43.13475177304964,219.0,173.0,219.0,43348.0,37266.0,6082.0
NG,14573616,3,K-PMB-17G,737626,118.0,OK,400.0,OK,5.48,24.63,120.1,NG,86.0,OK,5,232,84,118,68,86.766,95.07715517241378,70.42542372881356,124.4,122.1,124.4,0.0033516275127330342,0.0673758865248225,30368.1,22057.9,8310.2,118.78,155.625,46.33898305084746,211.0,174.0,211.0,41573.0,36105.0,5468.0
NG,14573616,6,K-PMB-17G,737626,108.0,OK,371.0,OK,5.39,24.08,120.3,NG,87.0,OK,5,230,83,107,50,90.10712166172108,96.4813043478261,76.40560747663551,130.5,127.4,130.5,0.003344170432061631,0.04966887417218542,30366.1,22190.7,8175.399999999999,122.34718100890207,152.72608695652173,57.046728971962615,222.0,177.0,222.0,41231.0,35127.0,6104.0
NG,14573616,9,K-PMB-17G,737626,115.0,OK,398.0,OK,5.49,26.47,117.2,NG,86.0,OK,5,231,84,117,59,85.27787356321838,92.02770562770563,71.95128205128206,120.3,118.5,120.3,0.002961053875881484,0.04747320061255756,29676.7,21258.4,8418.300000000001,118.9971264367816,153.79220779220782,50.299145299145295,227.0,168.0,227.0,41411.0,35526.0,5885.0
NG,14573616,12,K-PMB-17G,737626,119.0,OK,430.0,OK,5.7,27.12,115.0,NG,85.0,OK,5,232,84,97,49,84.71975683890578,90.65344827586206,70.52783505154639,117.4,114.7,117.4,0.002515817960684193,0.05270863836017582,27872.800000000007,21031.6,6841.2,115.13677811550151,144.66379310344828,44.51546391752578,191.0,169.0,191.0,37880.0,33562.0,4318.0
NG,14573616,15,K-PMB-17G,737626,117.0,OK,391.0,OK,5.2,26.12,116.4,NG,86.0,OK,5,242,85,81,36,93.55882352941177,98.50661157024791,78.77654320987655,129.8,125.4,129.8,0.0034002430902450092,0.07491289198606252,30219.5,23838.6,6380.9000000000015,130.04953560371516,157.0082644628099,49.50617283950617,210.0,181.0,210.0,42006.0,37996.0,4010.0
NG,14573093,1,K-PMB-17G,737622,122.0,OK,409.0,OK,4.69,25.45,106.1,NG,86.0,OK,5,236,85,118,70,71.03305084745763,83.03305084745763,47.03305084745763,112.1,109.7,112.1,0.0041778176408279475,0.11538461538461553,25145.7,19595.8,5549.9000000000015,102.75988700564972,137.23305084745763,33.813559322033896,206.0,154.0,206.0,36377.0,32387.0,3990.0
NG,14573093,3,K-PMB-17G,737622,128.0,OK,436.0,OK,4.96,25.9,112.7,NG,87.0,OK,5,237,86,97,48,86.57844311377245,92.95147679324894,71.00721649484537,119.6,117.6,119.6,0.0028721211921329077,0.051036682615630026,28917.2,22029.5,6887.700000000002,117.78742514970058,146.1772151898734,48.422680412371136,201.0,175.0,201.0,39341.0,34644.0,4697.0
NG,14573093,6,K-PMB-17G,737622,125.0,OK,425.0,OK,5.0,25.67,112.3,NG,87.0,OK,5,234,86,88,43,87.16242236024843,93.26794871794873,70.92727272727274,125.4,121.5,125.4,0.0029714078307103114,0.06259541984732815,28066.3,21824.7,6241.6,119.13664596273293,147.95726495726498,42.5,198.0,169.0,198.0,38362.0,34622.0,3740.0
NG,14573093,9,K-PMB-17G,737622,124.0,OK,411.0,OK,5.02,27.98,113.4,NG,88.0,OK,5,239,85,84,42,84.09473684210528,89.84309623430964,67.73928571428573,119.2,114.6,119.2,0.002890934379675758,0.06688417618270813,27162.60000000001,21472.500000000004,5690.100000000001,112.81114551083591,139.1715481171548,37.80952380952381,188.0,145.0,188.0,36438.0,33262.0,3176.0
NG,14573093,12,K-PMB-17G,737622,120.0,OK,429.0,OK,5.77,28.53,121.9,NG,87.0,OK,5,240,85,83,46,85.1312693498452,92.28083333333332,64.4578313253012,124.0,119.5,124.0,0.0035123409219173173,0.1365313653136531,27497.4,22147.4,5350.0,123.3467492260062,151.3,42.518072289156635,216.0,182.0,216.0,39841.0,36312.0,3529.0
NG,14573093,15,K-PMB-17G,737622,110.0,OK,390.0,OK,5.03,24.52,113.8,NG,88.0,OK,4,243,121,80,37,86.53808049535604,91.43333333333337,71.66875,121.6,115.1,121.6,0.0027274067007919565,0.07177033492822966,27951.8,22218.300000000007,5733.5,118.47368421052632,145.43621399176953,36.575,208.0,147.0,208.0,38267.0,35341.0,2926.0
NG,14572579,1,K-PMB-17G,737621,108.0,OK,407.0,OK,4.67,20.36,111.3,NG,87.0,OK,5,232,84,93,45,85.74830769230769,97.1125,57.398924731182795,134.0,131.4,134.0,0.0050440622105703894,0.12362030905077265,27868.2,22530.1,5338.1,123.3353846153846,151.06465517241378,54.161290322580655,195.0,157.0,195.0,40084.0,35047.0,5037.0
NG,14572579,3,K-PMB-17G,737621,129.0,OK,457.0,OK,5.12,24.13,117.7,NG,87.0,OK,5,227,84,105,50,94.95391566265059,104.0625550660793,75.26190476190476,137.7,136.6,137.7,0.004350456898466115,0.06747404844290668,31524.7,23622.2,7902.500000000001,127.71084337349396,158.98237885462558,60.10476190476191,214.0,160.0,214.0,42400.0,36089.0,6311.0
NG,14572579,6,K-PMB-17G,737621,116.0,OK,388.0,OK,4.79,24.18,111.5,NG,86.0,OK,5,233,84,97,57,90.169696969697,100.76609442060087,64.71649484536083,134.1,133.8,134.1,0.0043355336676306954,0.0623742454728369,29756.000000000004,23478.5,6277.5,122.5909090909091,155.12017167381975,44.45360824742268,219.0,156.0,219.0,40455.0,36143.0,4312.0
NG,14572579,9,K-PMB-17G,737621,125.0,OK,444.0,OK,5.01,25.54,117.3,NG,87.0,OK,5,239,84,83,35,99.4503105590062,104.47782426778242,84.97349397590362,135.8,134.1,135.8,0.002935895530768377,0.042296072507552816,32023.0,24970.2,7052.8,135.54347826086956,158.38912133891213,69.75903614457832,217.0,189.0,217.0,43645.0,37855.0,5790.0
NG,14572579,12,K-PMB-17G,737621,117.0,OK,411.0,OK,5.41,25.41,119.7,NG,57.0,NG,5,236,84,86,47,93.10124223602483,100.2834745762712,73.39186046511627,133.0,131.6,133.0,0.003698406586171326,0.07226890756302516,29978.6,23666.9,6311.699999999999,130.29503105590058,156.08050847457628,59.534883720930225,231.0,169.0,231.0,41955.0,36835.0,5120.0
NG,14572579,15,K-PMB-17G,737621,130.0,OK,450.0,OK,4.6,25.14,111.8,NG,87.0,OK,5,234,84,103,50,79.10563798219586,91.73461538461538,50.41456310679612,126.2,123.2,126.2,0.0049949058966547825,0.19036697247706416,26658.6,21465.9,5192.700000000002,124.62908011869436,157.83333333333334,49.19417475728155,245.0,179.0,245.0,42000.0,36933.0,5067.0
NG,14571608,1,K-PMB-17G,737620,113.0,OK,389.0,OK,4.73,23.81,111.0,NG,87.0,OK,5,237,84,86,37,87.41331269349848,95.83502109704641,64.2046511627907,130.1,126.4,130.1,0.005543651045689349,0.18749999999999986,28234.500000000004,22712.9,5521.6,120.6625386996904,145.02531645569618,53.5232558139535,190.0,149.0,190.0,38974.0,34371.0,4603.0
NG,14571608,3,K-PMB-17G,737620,115.0,OK,405.0,OK,5.44,25.63,119.8,NG,88.0,OK,5,238,85,84,38,92.38602484472051,97.41092436974793,78.14880952380952,130.9,126.4,130.9,0.0037385711234637843,0.09737827715355812,29748.300000000007,23183.800000000007,6564.499999999999,120.16149068322979,144.5966386554622,50.92857142857143,215.0,163.0,215.0,38692.0,34414.0,4278.0
NG,14571608,6,K-PMB-17G,737620,112.0,OK,410.0,OK,6.02,26.17,121.8,NG,88.0,OK,5,236,84,85,37,91.39470404984422,97.83432203389832,73.51529411764704,129.5,127.0,129.5,0.003820000545004022,0.10326086956521756,29337.7,23088.9,6248.799999999998,135.2492211838006,164.85169491525426,53.058823529411775,225.0,186.0,225.0,43415.0,38905.0,4510.0
NG,14571608,9,K-PMB-17G,737620,107.0,OK,371.0,OK,5.61,24.22,121.7,NG,86.0,OK,5,234,85,101,56,92.03313432835822,101.20811965811966,70.77623762376238,134.1,131.3,134.1,0.003551808783861539,0.07479674796747958,30831.1,23682.7,7148.4,129.77014925373138,163.92735042735043,50.63366336633664,216.0,178.0,216.0,43473.0,38359.0,5114.0
NG,14570927,1,K-PMB-17G,737619,129.0,OK,438.0,OK,5.03,26.13,116.3,NG,87.0,OK,5,234,85,100,50,75.24820359281438,85.53589743589744,51.175,116.6,113.3,116.6,0.004043875859701529,0.060085836909871175,25132.9,20015.4,5117.5,118.5119760479042,150.5,43.66,219.0,154.0,219.0,39583.0,35217.0,4366.0
NG,14570927,3,K-PMB-17G,737619,103.0,OK,364.0,OK,5.29,25.58,118.1,NG,88.0,OK,5,237,86,99,47,82.02797619047621,88.97510548523209,65.3969696969697,118.7,114.9,118.7,0.0035161563136743013,0.059233449477351624,27561.4,21087.100000000006,6474.3,121.15476190476191,152.17299578059072,46.898989898989896,224.0,168.0,224.0,40708.0,36065.0,4643.0
NG,14570927,6,K-PMB-17G,737619,112.0,OK,373.0,OK,5.16,25.89,118.2,NG,87.0,OK,5,236,86,98,49,85.70299401197606,93.19449152542371,67.66224489795917,124.8,120.4,124.8,0.003635299726652902,0.08774834437086075,28624.800000000007,21993.9,6630.9,126.30538922155688,158.62288135593218,48.479591836734684,224.0,165.0,224.0,42186.0,37435.0,4751.0
NG,14570927,9,K-PMB-17G,737619,118.0,OK,411.0,OK,5.9,25.57,127.4,NG,87.0,OK,4,236,120,91,46,84.74495412844037,92.25296610169495,65.27362637362637,121.7,118.4,121.7,0.0028894114634485067,0.045525902668759666,27711.6,21771.700000000004,5939.9,128.0183486238532,158.91525423728814,47.89010989010989,236.0,166.0,236.0,41862.0,37504.0,4358.0
NG,14570927,12,K-PMB-17G,737619,114.0,OK,393.0,OK,5.1,25.41,115.6,NG,87.0,OK,5,240,85,83,45,86.70092879256967,92.17625,70.86867469879519,119.1,115.4,119.1,0.002531101916923753,0.06140350877192965,28004.4,22122.3,5882.1,121.09597523219814,147.43333333333334,44.93975903614458,200.0,167.0,200.0,39114.0,35384.0,3730.0
NG,14570927,15,K-PMB-17G,737619,116.0,OK,386.0,OK,5.83,25.12,124.2,NG,87.0,OK,5,242,85,81,36,90.74953560371516,94.49917355371902,79.54691358024692,120.6,118.2,120.6,0.002759692965564272,0.0862329803328291,29312.1,22868.800000000007,6443.3,126.76780185758514,152.77685950413226,49.06172839506172,215.0,175.0,215.0,40946.0,36972.0,3974.0
NG,14570927,18,K-PMB-17G,737619,111.0,OK,391.0,OK,5.59,26.28,115.8,NG,87.0,OK,5,237,86,95,48,75.33192771084337,86.64092827004221,47.11894736842106,119.9,117.1,119.9,0.005620751250151622,0.09006928406466526,25010.2,20533.9,4476.3,125.97891566265058,157.35021097046413,47.71578947368422,214.0,163.0,214.0,41825.0,37292.0,4533.0
NG,14569228,1,K-PMB-17G,737615,116.0,OK,414.0,OK,4.98,22.35,106.3,NG,86.0,OK,5,242,84,82,39,91.47129629629632,101.35619834710742,62.29878048780489,135.4,131.9,135.4,0.00568928661136575,0.16346153846153813,29636.700000000004,24528.200000000004,5108.500000000001,132.12345679012347,158.25619834710744,55.0,215.0,163.0,215.0,42808.0,38298.0,4510.0
NG,14569228,3,K-PMB-17G,737615,101.0,OK,374.0,OK,5.99,25.64,123.6,NG,87.0,OK,5,235,84,87,35,98.68291925465842,104.71446808510642,82.39080459770112,138.7,136.6,138.7,0.003895139341095201,0.08777969018932877,31775.900000000005,24607.9,7167.999999999999,132.9906832298137,161.64255319148938,55.59770114942529,222.0,179.0,222.0,42823.0,37986.0,4837.0
NG,14569228,5,K-PMB-17G,737615,113.0,OK,395.0,OK,5.8,25.82,128.5,NG,86.0,OK,5,240,84,82,35,86.46055900621118,95.9175,58.781707317073156,131.4,128.3,131.4,0.00398814403261003,0.16318785578747616,27840.3,23020.2,4820.0999999999985,126.90993788819875,153.0,50.54878048780488,224.0,158.0,224.0,40865.0,36720.0,4145.0
NG,14569228,6,K-PMB-17G,737615,111.0,OK,394.0,OK,6.4,26.63,125.0,NG,87.0,OK,5,239,85,83,38,89.27577639751554,98.00041841004185,64.15301204819276,128.4,126.8,128.4,0.0034286192724071875,0.05714285714285705,28746.800000000007,23422.1,5324.7,129.67391304347825,157.46443514644355,49.650602409638545,219.0,162.0,219.0,41755.0,37634.0,4121.0
NG,14569228,9,K-PMB-17G,737615,125.0,OK,417.0,OK,5.91,25.76,124.5,NG,86.0,OK,5,238,85,85,37,94.75170278637772,101.07478991596636,77.04705882352941,131.5,129.9,131.5,0.0030623292146015873,0.06739811912225703,30604.800000000007,24055.8,6548.999999999999,134.87616099071207,162.94957983193277,56.27058823529411,231.0,175.0,231.0,43565.0,38782.0,4783.0
NG,14569228,12,K-PMB-17G,737615,127.0,OK,402.0,OK,5.36,26.32,119.1,NG,86.0,OK,5,237,84,86,45,89.78359133126936,97.24599156118143,69.21860465116278,130.1,126.4,130.1,0.003396165994441193,0.055641421947449685,29000.1,23047.300000000007,5952.799999999998,131.43653250773994,157.957805907173,58.34883720930232,221.0,181.0,221.0,42454.0,37436.0,5018.0
NG,14569228,15,K-PMB-17G,737615,118.0,OK,395.0,OK,5.21,25.76,119.3,NG,87.0,OK,5,235,85,98,49,89.67477477477478,98.18893617021277,69.25816326530611,129.5,126.0,129.5,0.0033436326768941506,0.0689075630252101,29861.7,23074.4,6787.299999999998,124.71471471471472,157.71063829787238,45.59183673469388,212.0,162.0,212.0,41530.0,37062.0,4468.0
NG,14568983,1,K-PMB-17G,737614,111.0,OK,413.0,OK,5.24,23.85,117.8,NG,88.0,OK,5,232,83,69,39,102.98936877076412,107.00905172413792,89.47391304347823,140.8,139.1,140.8,0.003653781797344215,0.05149051490514901,30999.800000000007,24826.1,6173.699999999999,146.4053156146179,159.90086206896552,101.02898550724638,224.0,198.0,224.0,44068.0,37097.0,6971.0
NG,14568983,3,K-PMB-17G,737614,104.0,OK,387.0,OK,5.98,24.46,124.1,NG,87.0,OK,5,238,84,85,38,99.29473684210528,106.11428571428571,80.20000000000002,139.5,137.5,139.5,0.003254473617329476,0.04806201550387588,32072.2,25255.200000000004,6817.000000000001,126.91331269349844,152.71848739495798,54.658823529411755,211.0,166.0,211.0,40993.0,36347.0,4646.0
NG,14568983,6,K-PMB-17G,737614,118.0,OK,366.0,OK,5.71,27.51,119.0,NG,88.0,OK,5,240,85,82,38,91.52018633540371,98.61916666666666,70.74268292682926,131.9,128.4,131.9,0.003330216850920857,0.07154742096505831,29469.5,23668.6,5800.9000000000015,120.65217391304348,145.65,47.487804878048784,202.0,167.0,202.0,38850.0,34956.0,3894.0
NG,14568983,9,K-PMB-17G,737614,118.0,OK,339.0,OK,4.75,23.11,108.1,NG,85.0,OK,5,238,85,84,45,92.66552795031055,101.97394957983194,66.29166666666667,135.6,132.2,135.6,0.0038736587510794186,0.07942238267147984,29838.300000000007,24269.800000000007,5568.5,120.37267080745342,147.2058823529412,44.345238095238095,205.0,163.0,205.0,38760.0,35035.0,3725.0
NG,14568983,12,K-PMB-17G,737614,124.0,OK,400.0,OK,5.03,26.78,110.7,NG,87.0,OK,5,242,87,141,92,82.05874673629243,95.75041322314048,58.559574468085096,125.6,121.6,125.6,0.0037687715081987415,0.11089494163424132,31428.5,23171.6,8256.9,100.19060052219321,142.45041322314052,27.659574468085108,199.0,154.0,199.0,38373.0,34473.0,3900.0
NG,14568432,1,K-PMB-17G,737613,114.0,OK,399.0,OK,6.02,27.31,119.7,NG,88.0,OK,5,240,85,83,36,79.22724458204334,87.23208333333332,56.08072289156626,117.5,114.1,117.5,0.003882688162373465,0.1151515151515152,25590.4,20935.7,4654.7,121.03715170278635,149.9625,37.39759036144578,212.0,178.0,212.0,39095.0,35991.0,3104.0
NG,14568432,3,K-PMB-17G,737613,116.0,OK,413.0,OK,5.89,27.51,118.4,NG,87.0,OK,5,241,84,81,40,76.88354037267081,86.10705394190872,49.440740740740736,118.9,113.5,118.9,0.0047666902937421405,0.2170542635658914,24756.5,20751.8,4004.7,128.5496894409938,157.43153526970954,42.61728395061729,238.0,176.0,238.0,41393.0,37941.0,3452.0
NG,14568432,6,K-PMB-17G,737613,119.0,OK,431.0,OK,5.68,25.01,119.0,NG,88.0,OK,5,234,85,108,52,83.57456140350877,90.67136752136751,68.19814814814815,119.8,117.3,119.8,0.0031121187575477217,0.0588235294117648,28582.5,21217.1,7365.400000000002,119.26023391812865,152.26923076923075,47.74074074074074,218.0,154.0,218.0,40787.0,35631.0,5156.0
NG,14568432,9,K-PMB-17G,737613,115.0,OK,382.0,OK,5.42,27.25,117.5,NG,87.0,OK,5,235,85,89,49,85.27993827160493,90.92255319148936,70.38089887640449,118.7,116.2,118.7,0.002798001096459153,0.0521327014218009,27630.7,21366.8,6263.9,117.25617283950619,146.0553191489362,41.213483146067425,201.0,160.0,201.0,37991.0,34323.0,3668.0
NG,14568432,12,K-PMB-17G,737613,121.0,OK,400.0,OK,4.59,24.74,110.9,NG,87.0,OK,5,238,86,85,42,90.1572755417957,94.74747899159664,77.30470588235293,122.2,120.1,122.2,0.0025460805356341087,0.052098408104196935,29120.8,22549.9,6570.9,125.08049535603716,151.2731092436975,51.74117647058824,210.0,168.0,210.0,40401.0,36003.0,4398.0
NG,14568432,15,K-PMB-17G,737613,120.0,OK,415.0,OK,5.5,27.84,115.4,NG,87.0,OK,5,235,85,114,60,70.90802292263609,84.13787234042553,43.635964912280706,118.3,114.2,118.3,0.0038381523370427297,0.16496945010183306,24746.9,19772.4,4974.5,117.93123209169056,153.8808510638298,43.82456140350878,226.0,212.0,226.0,41158.0,36162.0,4996.0
NG,14568309,1,K-PMB-17G,737612,104.0,OK,411.0,OK,4.33,23.18,104.6,NG,85.0,OK,5,234,85,102,46,78.16994047619048,89.03888888888888,53.235294117647044,124.9,118.8,124.9,0.005988697635815537,0.2546583850931676,26265.1,20835.1,5429.999999999999,131.0327380952381,163.67948717948718,56.137254901960794,220.0,168.0,220.0,44027.0,38301.0,5726.0
NG,14568309,3,K-PMB-17G,737612,115.0,OK,402.0,OK,4.92,24.43,115.5,NG,87.0,OK,5,232,85,118,52,89.28285714285713,96.53836206896551,75.0177966101695,132.0,128.1,132.0,0.0038521300304162273,0.06584992343032155,31249.0,22396.9,8852.1,126.11428571428571,156.78879310344828,65.80508474576271,217.0,178.0,217.0,44140.0,36375.0,7765.0
NG,14568309,6,K-PMB-17G,737612,125.0,OK,435.0,OK,5.24,27.78,115.4,NG,85.0,OK,5,236,85,91,48,85.2217125382263,92.30381355932205,66.85494505494506,123.0,118.7,123.0,0.0029834506488421635,0.05691056910569105,27867.5,21783.7,6083.800000000001,128.4617737003058,159.19915254237287,48.74725274725274,222.0,179.0,222.0,42007.0,37571.0,4436.0
NG,14568309,9,K-PMB-17G,737612,106.0,OK,371.0,OK,5.79,27.63,117.0,NG,90.0,NG,5,235,85,114,55,86.15358166189112,93.17404255319151,71.68157894736842,121.3,118.6,121.3,0.0030006840023780504,0.09235668789808914,30067.6,21895.9,8171.7,118.28080229226362,149.33617021276595,54.26315789473684,202.0,167.0,202.0,41280.0,35094.0,6186.0
NG,14568309,12,K-PMB-17G,737612,111.0,OK,390.0,OK,5.92,24.85,120.5,NG,85.0,OK,5,235,85,98,49,86.56996996996996,93.99914893617023,68.75510204081633,123.1,119.2,123.1,0.003263473831020369,0.05146036161335171,28827.8,22089.800000000007,6738.0,124.62162162162164,156.21702127659574,48.85714285714285,216.0,172.0,216.0,41499.0,36711.0,4788.0
NG,14568309,15,K-PMB-17G,737612,129.0,OK,442.0,OK,5.38,26.77,116.2,NG,89.0,OK,5,233,82,96,44,84.45835866261396,91.11974248927041,68.29062499999999,118.5,115.1,118.5,0.002943814361759757,0.08646003262642736,27786.8,21230.9,6555.9,117.8176291793313,148.18884120171674,44.10416666666666,207.0,166.0,207.0,38762.0,34528.0,4234.0
NG,14567132,1,K-PMB-17G,737608,116.0,OK,374.0,OK,5.73,23.19,125.4,NG,87.0,OK,5,232,84,90,41,93.81304347826084,102.73491379310344,70.81444444444446,138.6,135.9,138.6,0.004204173029644944,0.056179775280899145,30207.8,23834.5,6373.3,130.55590062111798,156.36637931034485,64.02222222222223,209.0,169.0,209.0,42039.0,36277.0,5762.0
NG,14567132,3,K-PMB-17G,737608,113.0,OK,373.0,OK,5.87,25.0,127.4,NG,86.0,OK,5,234,84,88,48,92.91304347826087,99.85512820512821,74.45340909090909,129.1,127.6,129.1,0.002959694850077298,0.04531722054380664,29918.0,23366.1,6551.9,129.67391304347825,155.3675213675214,61.35227272727273,210.0,181.0,210.0,41755.0,36356.0,5399.0
NG,14567132,6,K-PMB-17G,737608,113.0,OK,406.0,OK,4.91,23.4,113.8,NG,87.0,OK,5,240,85,83,35,87.7637770897833,93.37625,71.53493975903612,119.5,116.0,119.5,0.002771640746141885,0.06634304207119755,28347.7,22410.3,5937.4,119.35603715170281,145.01666666666668,45.156626506024104,204.0,174.0,204.0,38552.0,34804.0,3748.0
NG,14567132,9,K-PMB-17G,737608,114.0,OK,373.0,OK,5.18,24.95,119.5,NG,85.0,OK,5,238,85,95,46,87.13063063063062,94.01470588235296,69.88421052631578,122.5,120.7,122.5,0.0033079677289154265,0.09122807017543864,29014.5,22375.500000000004,6639.0,117.89189189189187,149.03361344537814,39.87368421052632,201.0,171.0,201.0,39258.0,35470.0,3788.0
NG,14567132,12,K-PMB-17G,737608,118.0,OK,411.0,OK,5.29,23.51,119.7,NG,87.0,OK,5,240,85,84,36,91.94814814814815,96.11125,80.05357142857143,125.5,122.3,125.5,0.003122568463709666,0.08005822416302766,29791.2,23066.7,6724.5,126.96604938271605,153.84583333333333,50.16666666666666,218.0,175.0,218.0,41137.0,36923.0,4214.0
NG,14567132,15,K-PMB-17G,737608,118.0,OK,399.0,OK,6.23,26.86,121.8,NG,86.0,OK,5,240,85,82,39,85.80000000000003,90.97458333333334,70.6548780487805,119.7,114.6,119.7,0.002891776406168066,0.07284768211920503,27627.60000000001,21833.9,5793.700000000002,115.73291925465837,142.15833333333333,38.39024390243903,203.0,158.0,203.0,37266.0,34118.0,3148.0
NG,14566533,1,K-PMB-17G,737607,101.0,OK,362.0,OK,5.71,25.36,117.8,NG,87.0,OK,5,236,86,94,48,71.55454545454545,82.82966101694916,43.246808510638296,118.2,112.3,118.2,0.003680375767247543,0.0571923743500866,23613.000000000004,19547.800000000007,4065.200000000001,115.3181818181818,143.65677966101694,44.170212765957444,211.0,177.0,211.0,38055.0,33903.0,4152.0
NG,14566533,3,K-PMB-17G,737607,113.0,OK,367.0,OK,5.37,24.69,122.0,NG,86.0,OK,5,237,86,118,62,82.77070422535212,92.6776371308017,62.872881355932215,128.2,121.6,128.2,0.0035047041953045754,0.058637083993660785,29383.6,21964.6,7419.000000000003,116.59154929577463,154.13080168776372,41.19491525423729,222.0,170.0,222.0,41390.0,36529.0,4861.0
NG,14566533,6,K-PMB-17G,737607,115.0,OK,364.0,OK,4.79,25.03,115.1,NG,85.0,OK,5,236,85,92,46,81.24695121951221,89.25635593220339,60.70108695652175,123.6,119.8,123.6,0.004135514053516247,0.15527950310559008,26649.0,21064.5,5584.500000000001,118.70426829268291,145.61016949152545,49.68478260869565,205.0,162.0,205.0,38935.0,34364.0,4571.0
NG,14566533,9,K-PMB-17G,737607,118.0,OK,383.0,OK,5.6,25.14,121.4,NG,87.0,OK,5,236,85,92,48,81.15243902439025,88.36864406779661,62.64130434782608,119.9,115.9,119.9,0.0031857697473538947,0.08650519031141869,26618.0,20855.0,5762.999999999999,115.83231707317071,143.09322033898306,45.90217391304348,208.0,163.0,208.0,37993.0,33770.0,4223.0
NG,14566533,12,K-PMB-17G,737607,105.0,OK,340.0,OK,6.2,24.84,125.2,NG,88.0,OK,5,239,84,84,46,86.30092879256965,91.91882845188285,70.31666666666665,120.1,116.8,120.1,0.003246158900250439,0.12455516014234876,27875.2,21968.6,5906.5999999999985,120.0,144.7991631799163,49.44047619047619,209.0,166.0,209.0,38760.0,34607.0,4153.0
NG,14566533,15,K-PMB-17G,737607,114.0,OK,383.0,OK,5.85,26.88,121.0,NG,87.0,OK,5,240,85,83,48,89.26594427244581,94.57541666666664,73.9132530120482,121.7,117.2,121.7,0.0026578026599467968,0.0437853107344634,28832.9,22698.1,6134.800000000001,124.39009287925695,150.32916666666668,49.38554216867471,212.0,163.0,212.0,40178.0,36079.0,4099.0
NG,14566533,18,K-PMB-17G,737607,124.0,OK,414.0,OK,5.73,26.57,118.5,NG,87.0,OK,5,242,85,81,36,85.19102167182663,88.71900826446281,74.65061728395062,116.1,113.2,116.1,0.0022889455943086185,0.05200594353640416,27516.700000000004,21470.0,6046.700000000002,109.84520123839009,134.5537190082645,36.02469135802469,187.0,157.0,187.0,35480.0,32562.0,2918.0
NG,14565488,1,K-PMB-17G,737606,104.0,OK,333.0,OK,4.73,23.74,116.2,NG,86.0,OK,5,232,84,112,51,79.49040697674418,90.54137931034481,56.59910714285714,127.7,123.2,127.7,0.005892538862690274,0.08985507246376816,27344.7,21005.6,6339.1,110.25581395348836,138.94827586206895,50.82142857142857,197.0,159.0,197.0,37928.0,32236.0,5692.0
NG,14565488,3,K-PMB-17G,737606,109.0,OK,376.0,OK,5.11,26.58,119.9,NG,87.0,OK,5,234,85,98,45,91.3813253012048,97.50427350427348,76.76122448979592,129.5,125.2,129.5,0.003032224558559797,0.04387291981845697,30338.6,22816.0,7522.6,113.82831325301204,142.0982905982906,46.3265306122449,198.0,160.0,198.0,37791.0,33251.0,4540.0
NG,14565488,6,K-PMB-17G,737606,123.0,OK,418.0,OK,5.46,26.0,118.4,NG,87.0,OK,5,238,84,84,46,91.44378881987578,97.23529411764706,75.03452380952379,125.9,122.2,125.9,0.002696706100430874,0.06296851574212897,29444.9,23142.0,6302.9,120.88509316770187,145.4075630252101,51.404761904761905,201.0,168.0,201.0,38925.0,34607.0,4318.0
NG,14565488,9,K-PMB-17G,737606,120.0,OK,402.0,OK,5.81,27.76,119.0,NG,87.0,OK,5,236,85,86,46,86.52111801242235,92.83855932203389,69.18488372093023,122.5,118.6,122.5,0.002690266029357464,0.058737151248164476,27859.8,21909.9,5949.9,119.95652173913044,146.27118644067798,47.74418604651163,203.0,182.0,203.0,38626.0,34520.0,4106.0
